新华社 北京
农村 最低
农村 生活
最低 生活
最低 保障
生活 保障
生活 范围
保障 范围
本报 北京
记者 朱隽
记者 国务院
朱隽 国务院
召开 全国
全国 农业
全国 普查
农业 普查
农业 工作
普查 工作
普查 总结
工作 总结
工作 会议
总结 会议
总结 研究
会议 研究
会议 普查
研究 普查
研究 成果
普查 成果
加强 农村
农村 工作
工作 委员
委员 国务院
委员 副
国务院 副
国务院 总理
副 总理
总理 全国
全国 农业
全国 普查
农业 普查
农业 领导小组
普查 领导小组
领导小组 回良玉
讲话 强调
全国 农业
全国 普查
农业 普查
关系 经济社会
关系 发展
经济社会 发展
经济社会 全局
发展 全局
三农 工作
三农 领域
工作 领域
充分 普查
普查 获得
获得 丰富
三农 重大
三农 问题
重大 问题
重大 准确
问题 准确
问题 把握
准确 把握
准确 新
把握 新
把握 时期
新 时期
新 农村
时期 农村
时期 发展
农村 发展
发展 科学
科学 有效
科学 指导
有效 指导
有效 农业
指导 农业
农业 农村
农村 工作
工作 进一步
进一步 加强
进一步 农村
加强 农村
农村 工作
工作 构建
工作 符合
构建 符合
构建 我国
符合 我国
符合 国情
我国 国情
我国 适应
国情 适应
国情 社会主义
适应 社会主义
适应 市场经济
社会主义 市场经济
社会主义 要求
市场经济 要求
市场经济 具有
要求 具有
要求 国际
具有 国际
具有 先进
国际 先进
国际 水平
先进 水平
水平 农村
农村 统计
农村 工作
统计 工作
统计 平台
工作 平台
平台 党和政府
党和政府 社会
社会 方面
方面 提供
方面 更加
提供 更加
提供 优质
更加 优质
优质 统计
统计 信息
统计 服务
信息 服务
信息 回良玉
服务 回良玉
全国 农业
全国 普查
农业 普查
农业 共
普查 共
普查 组织
共 组织
共 动员
组织 动员
全国 农户
农户 万个
农户 农业
万个 农业
万个 生产
农业 生产
农业 经营
生产 经营
生产 单位
经营 单位
单位 村
乡镇 进行
进行 规模
调查 获得
资料 普查
体现 我国
我国 农村
我国 改革
农村 改革
农村 年
改革 年
年 取得
系统 反映
反映 我国
我国 农业
农业 生产力
生产力 水平
水平 农村
农村 发展
农村 变化
发展 变化
发展 情况
变化 情况
变化 全面
情况 全面
农业 农村
农业 农民
农村 农民
统计 进行
进行 完善
新形势下 三农问题
三农问题 提供
资料 党和政府
党和政府 加强
党和政府 三农
加强 三农
加强 工作
三农 工作
三农 提供
工作 提供
国际 社会
国际 客观
社会 客观
社会 了解
客观 了解
客观 我国
了解 我国
了解 三农
我国 三农
我国 情况
三农 情况
三农 提供
情况 提供
提供 大量
大量 信息
信息 有效
有效 利用
利用 普查
认真 分析
认真 研究
分析 研究
分析 保障
研究 保障
研究 粮食安全
保障 粮食安全
粮食安全 主要
主要 农产品
主要 基本
农产品 基本
农产品 供给
基本 供给
基本 促进
供给 促进
供给 农民
促进 农民
促进 就业
农民 就业
农民 增收
就业 增收
增收 扩大
扩大 农民
扩大 消费
农民 消费
农民 建设
消费 建设
消费 社会主义
建设 社会主义
建设 新
社会主义 新
社会主义 农村
新 农村
农村 推进
推进 工业化
推进 城镇化
工业化 城镇化
工业化 协调
城镇化 协调
城镇化 发展
协调 发展
发展 重大
重大 问题
问题 制定
制定 经济社会
制定 发展
经济社会 发展
经济社会 规划
发展 规划
发展 统筹
规划 统筹
规划 城乡
统筹 城乡
统筹 经济社会
城乡 经济社会
城乡 发展
经济社会 发展
经济社会 提供
发展 提供
提供 回良玉
回良玉 指出
指出 全国
全国 农业
全国 普查
农业 普查
重大 国情
国情 调查
调查 普查
调查 内容
普查 内容
内容 涉及
涉及 范围
面对 艰巨
任务 各级
任务 政府
各级 政府
各级 高度重视
政府 高度重视
高度重视 各级
各级 农业
各级 普查
农业 普查
农业 机构
普查 机构
社会各界 参与
完成 各项
各项 工作
工作 普查
普查 取得
取得 得益于
组织 领导
领导 科学
科学 有效
有效 普查
普查 方法
普查 得益于
方法 得益于
社会 动员
法律 保障
保障 回良玉
保障 代表
回良玉 代表
回良玉 国务院
代表 国务院
参加 支持
支持 农业
支持 普查
农业 普查
回良玉 强调
回良玉 当前
强调 当前
强调 我国
当前 我国
当前 经济社会
我国 经济社会
我国 发展
经济社会 发展
经济社会 正
发展 正
战略 农业
农业 农村
农业 发展
农村 发展
新 历史
农村 工作
使命 承担
任务 切实
切实 巩固
切实 农业
巩固 农业
巩固 普查
农业 普查
农业 成果
普查 成果
成果 农村
农村 工作
加快 农村
加快 统计
农村 统计
农村 方法
统计 方法
统计 制度
方法 制度
方法 改革
制度 改革
制度 完善
改革 完善
完善 强化
强化 监测
监测 满足
满足 国家
国家 需要
需要 认真
认真 做好
衔接 工作
衔接 确保
工作 确保
反映 经济社会
基层 统计
基层 队伍
统计 队伍
统计 建设
队伍 建设
队伍 培养
建设 培养
政治 作风
作风 正
队伍 加强
加强 信息化
信息化 重点
重点 基础设施
基础设施 建设
建设 农村
农村 统计
统计 水平
水平 切实
切实 加大
加大 农村
支持 力度
力度 提高
提高 数据
提高 质量
数据 质量
数据 推动
质量 推动
质量 农村
推动 农村
农村 工作
工作 新台阶
新台阶 提供
新台阶 有力
提供 有力
提供 保障
有力 保障
有力 会上
保障 会上
保障 国务院
会上 国务院
国务院 全国
全国 农业
全国 普查
农业 普查
农业 领导小组
普查 领导小组
普查 工作
普查 中
工作 中
工作 表现
中 表现
中 突出
表现 突出
国务院 全国
全国 农业
全国 普查
农业 普查
农业 领导小组
普查 领导小组
普查 成员
领导小组 成员
成员 省区市
农业 普查
农业 领导小组
普查 领导小组
普查 办公室
领导小组 办公室
领导小组 主任
办公室 主任
主任 单位
单位 个人
个人 代表
方面 负责人
今年 粮食
今年 直补
粮食 直补
粮食 良种
直补 良种
直补 补贴
良种 补贴
良种 农机具
补贴 农机具
补贴 购置
农机具 购置
农机具 补贴
购置 补贴
购置 农资
补贴 农资
补贴 综合
农资 综合
农资 补贴
综合 补贴
补贴 四
四 补贴
四 规模
补贴 规模
补贴 达到
规模 达到
规模 亿元
达到 亿元
亿元 上年
上年 增长
上年 农业部
增长 农业部
增长 预计
农业部 预计
农业部 今年
预计 今年
预计 夏粮
今年 夏粮
今年 总产
夏粮 总产
夏粮 超过
总产 超过
总产 亿斤
超过 亿斤
超过 增产
亿斤 增产
亿斤 亿斤
增产 亿斤
亿斤 实现
实现 连续
连续 增产
增产 全国
增产 夏粮
全国 夏粮
全国 单产
夏粮 单产
单产 创造
创造 历史
历史 水平
水平 油菜
水平 今年
油菜 今年
油菜 总产
今年 总产
今年 万吨
总产 万吨
总产 增产
万吨 增产
局面 今年
局面 中央财政
今年 中央财政
今年 加大
中央财政 加大
中央财政 农业
加大 农业
加大 综合
农业 综合
农业 开发
综合 开发
综合 投入
开发 投入
投入 安排
安排 亿元
安排 资金
亿元 资金
资金 上年
上年 增加
上年 重点
增加 重点
重点 粮食
粮食 主产区
粮食 计划
主产区 计划
计划 万亩
万亩 改造
改造 高标准
高标准 农田
高标准 新增
农田 新增
农田 粮食
新增 粮食
新增 生产能力
粮食 生产能力
生产能力 我国
我国 今年
今年 增加
增加 中央
中央 省级
省级 小型
省级 农田水利
小型 农田水利
小型 工程建设
农田水利 工程建设
农田水利 补助
工程建设 补助
工程建设 专项资金
补助 专项资金
补助 中央财政
专项资金 中央财政
水 补助
水 资金
补助 资金
资金 投入
达到 亿元
亿元 适应
适应 现代农业
适应 发展
现代农业 发展
发展 需要
改造 小型
小型 设施
设施 建设
建设 纳入
纳入 补助
纳入 范围
补助 范围
葡萄 地里
种植 管理
管理 技术
深入 进行
进行 三农
进行 调研
三农 调研
了解 农业
农业 发展
生产 情况
先进 种植
种植 管理
管理 技术
今年 涉农
今年 贷款
涉农 贷款
涉农 增幅
贷款 增幅
贷款 力争
增幅 力争
增幅 高于
力争 高于
力争 各项
高于 各项
高于 贷款
各项 贷款
各项 增幅
贷款 增幅
贷款 今年
增幅 今年
增幅 小企业
今年 小企业
今年 信贷
小企业 信贷
小企业 投放
信贷 投放
信贷 增速
投放 增速
投放 力争
增速 力争
各项 贷款
各项 增速
贷款 增速
贷款 本报
增速 本报
增速 北京
本报 北京
方针 优化
方针 信贷
优化 信贷
优化 结构
信贷 结构
信贷 支持
结构 支持
结构 重点
支持 重点
支持 领域
重点 领域
发展 金融机构
持续 注意
持续 防范
注意 防范
注意 风险
防范 风险
加大 结构调整
结构调整 力度
结构调整 坚持
力度 坚持
力度 总量
坚持 总量
结构 优化
优化 确保
确保 新增
确保 信贷
新增 信贷
新增 资源
信贷 资源
资源 三农
三农 小企业
加大 三农
三农 信贷
信贷 支持
信贷 引导
支持 引导
支持 金融机构
引导 金融机构
引导 优先
金融机构 优先
金融机构 保证
优先 保证
优先 三农
保证 三农
保证 信贷
三农 信贷
三农 需求
信贷 需求
信贷 力争
需求 力争
需求 年
力争 年
力争 涉农
年 涉农
年 贷款
涉农 贷款
涉农 增幅
贷款 增幅
贷款 高于
增幅 高于
增幅 各项
高于 各项
高于 贷款
各项 贷款
各项 增幅
贷款 增幅
贷款 增量
增幅 增量
增幅 高于
增量 高于
增量 去年
高于 去年
去年 各项
各项 贷款
贷款 比例
比例 继续
存款 落实
落实 农村
落实 信用社
农村 信用社
农村 改革
信用社 改革
信用社 试点
改革 试点
改革 资金
试点 资金
试点 支持
资金 支持
资金 增加
支持 增加
引导 邮储
引导 资金
邮储 资金
方面 政策
政策 扩大
政策 支农
扩大 支农
扩大 信贷资金
支农 信贷资金
支农 来源
信贷资金 来源
信贷资金 继续
来源 继续
来源 深化
继续 深化
继续 农村
深化 农村
深化 信用社
农村 信用社
农村 改革
信用社 改革
信用社 大力发展
改革 大力发展
改革 村镇
大力发展 村镇
大力发展 银行
村镇 银行
村镇 小额贷款
银行 小额贷款
银行 公司
小额贷款 公司
小额贷款 农村
公司 农村
公司 资金
农村 资金
新型农村 金融机构
新型农村 加大
金融机构 加大
加大 小企业
小企业 发展
发展 融资
融资 支持
融资 加强
支持 加强
加强 金融机构
金融机构 引导
引导 力争
力争 小企业
小企业 信贷
小企业 投放
信贷 投放
信贷 增速
投放 增速
各项 贷款
各项 增速
贷款 增速
贷款 增量
增速 增量
去年 鼓励
去年 金融机构
鼓励 金融机构
鼓励 创新
金融机构 创新
金融机构 小企业
创新 小企业
创新 信贷
小企业 信贷
小企业 产品
信贷 产品
产品 贸易
贸易 融资
贸易 手段
融资 手段
融资 构建
手段 构建
手段 多层次
构建 多层次
多层次 小企业
小企业 融资
小企业 体系
融资 体系
融资 扩大
体系 扩大
体系 小企业
扩大 小企业
扩大 直接
小企业 直接
小企业 融资
直接 融资
直接 渠道
融资 渠道
融资 规范
渠道 规范
渠道 引导
规范 引导
规范 民间
引导 民间
引导 资金
民间 资金
民间 进入
资金 进入
资金 小企业
进入 小企业
进入 融资
小企业 融资
小企业 市场
融资 市场
融资 加快
市场 加快
市场 推进
加快 推进
加快 信用
推进 信用
推进 体系
信用 体系
体系 担保
担保 体系
担保 建设
体系 建设
体系 改善
建设 改善
建设 小企业
改善 小企业
改善 融资
小企业 融资
小企业 环境
融资 环境
表示 引导
引导 信贷
信贷 合理
信贷 增长
合理 增长
合理 当前
增长 当前
增长 需要
当前 需要
当前 保持
需要 保持
需要 必要
保持 必要
必要 总量
总量 调控
总量 力度
调控 力度
考虑 国内外
考虑 形势
国内外 形势
国内外 变化
形势 变化
形势 特别
变化 特别
特别 国际
国际 环境
环境 确定
确定 因素
情况 增强
情况 应对
增强 应对
平衡 保持
保持 经济
保持 平稳
经济 平稳
党 十七届
十七届 三中全会
十七届 提出
三中全会 提出
三中全会 农村
提出 农村
接受 良好
接受 教育
良好 教育
教育 机会
机会 发展
机会 农村
发展 农村
发展 教育
农村 教育
农村 促进
教育 促进
教育 教育
促进 教育
教育 提高
提高 农民
提高 科学
农民 科学
科学 培育
培育 文化
文化 技术
技术 经营
经营 新型
新型 农民
惠农 政策
办好 农村
办好 教育
